Id,Label,Region
hCoV-19/Canada/QC-LSPQ-L00220827/2020|EPI_ISL_535803|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00220827/2020|EPI_ISL_535803|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00218371/2020|EPI_ISL_535780|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218371/2020|EPI_ISL_535780|2020-03-14,QC
hCoV-19/Canada/QC-LSPQ-L00222448/2020|EPI_ISL_535816|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00222448/2020|EPI_ISL_535816|2020-03-14,QC
1281,1281,Unsampled
hCoV-19/Canada/QC-LSPQ-L00225484/2020|EPI_ISL_535830|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00225484/2020|EPI_ISL_535830|2020-03-17,QC
1438,1438,Unsampled
hCoV-19/Canada/QC-LSPQ-L00226938/2020|EPI_ISL_535854|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00226938/2020|EPI_ISL_535854|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00233702/2020|EPI_ISL_536035|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233702/2020|EPI_ISL_536035|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00233281/2020|EPI_ISL_536014|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233281/2020|EPI_ISL_536014|2020-03-22,QC
1178,1178,Unsampled
hCoV-19/Canada/QC-LSPQ-L00219340/2020|EPI_ISL_535792|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00219340/2020|EPI_ISL_535792|2020-03-14,QC
1185,1185,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231066/2020|EPI_ISL_535942|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00231066/2020|EPI_ISL_535942|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00231068/2020|EPI_ISL_535943|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00231068/2020|EPI_ISL_535943|2020-03-21,QC
1296,1296,Unsampled
hCoV-19/Canada/NB-219/2020|EPI_ISL_479635|2020-03-25,hCoV-19/Canada/NB-219/2020|EPI_ISL_479635|2020-03-25,NB
hCoV-19/Canada/QC-LSPQ-L00231249/2020|EPI_ISL_535948|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231249/2020|EPI_ISL_535948|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00242228/2020|EPI_ISL_536312|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00242228/2020|EPI_ISL_536312|2020-03-29,QC
1427,1427,Unsampled
hCoV-19/Canada/NL_101/2020|EPI_ISL_469240|2020-03-22,hCoV-19/Canada/NL_101/2020|EPI_ISL_469240|2020-03-22,NL
hCoV-19/Canada/QC-LSPQ-L00236805/2020|EPI_ISL_536150|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236805/2020|EPI_ISL_536150|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00243079/2020|EPI_ISL_536348|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00243079/2020|EPI_ISL_536348|2020-03-30,QC
hCoV-19/Canada/QC-LSPQ-L00230536/2020|EPI_ISL_535923|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230536/2020|EPI_ISL_535923|2020-03-21,QC
1176,1176,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233333/2020|EPI_ISL_536017|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233333/2020|EPI_ISL_536017|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00242858/2020|EPI_ISL_536336|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00242858/2020|EPI_ISL_536336|2020-03-30,QC
hCoV-19/Canada/QC-LSPQ-L00243755/2020|EPI_ISL_536377|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243755/2020|EPI_ISL_536377|2020-03-31,QC
hCoV-19/Canada/Qc-L00240866/2020|EPI_ISL_465690|2020-03-27,hCoV-19/Canada/Qc-L00240866/2020|EPI_ISL_465690|2020-03-27,QC
1220,1220,Unsampled
1423,1423,Unsampled
hCoV-19/Canada/ON_MU-S51/2020|EPI_ISL_463989|2020-03-17,hCoV-19/Canada/ON_MU-S51/2020|EPI_ISL_463989|2020-03-17,ON
hCoV-19/Canada/QC-LSPQ-L00215628/2020|EPI_ISL_535734|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215628/2020|EPI_ISL_535734|2020-03-12,QC
1436,1436,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230881/2020|EPI_ISL_535936|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230881/2020|EPI_ISL_535936|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00213861/2020|EPI_ISL_535721|2020-03-10,hCoV-19/Canada/QC-LSPQ-L00213861/2020|EPI_ISL_535721|2020-03-10,QC
hCoV-19/Canada/QC-LSPQ-L00218011/2020|EPI_ISL_535769|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218011/2020|EPI_ISL_535769|2020-03-14,QC
1355,1355,Unsampled
1141,1141,Unsampled
hCoV-19/Canada/NB-226/2020|EPI_ISL_479642|2020-03-23,hCoV-19/Canada/NB-226/2020|EPI_ISL_479642|2020-03-23,NB
1067,1067,Unsampled
hCoV-19/Canada/NB-238/2020|EPI_ISL_479651|2020-03-25,hCoV-19/Canada/NB-238/2020|EPI_ISL_479651|2020-03-25,NB
hCoV-19/Canada/NB-235/2020|EPI_ISL_479648|2020-03-31,hCoV-19/Canada/NB-235/2020|EPI_ISL_479648|2020-03-31,NB
1058,1058,Unsampled
hCoV-19/Canada/NB-235/2020|EPI_ISL_479649|2020-03-31,hCoV-19/Canada/NB-235/2020|EPI_ISL_479649|2020-03-31,NB
hCoV-19/Canada/QC-LSPQ-L00234460/2020|EPI_ISL_536055|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234460/2020|EPI_ISL_536055|2020-03-23,QC
1394,1394,Unsampled
hCoV-19/Canada/QC-LSPQ-L00242714/2020|EPI_ISL_536335|2020-03-29,hCoV-19/Canada/QC-LSPQ-L00242714/2020|EPI_ISL_536335|2020-03-29,QC
1420,1420,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231456/2020|EPI_ISL_535956|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231456/2020|EPI_ISL_535956|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00233849/2020|EPI_ISL_536042|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233849/2020|EPI_ISL_536042|2020-03-23,QC
hCoV-19/Canada/NB-225/2020|EPI_ISL_479641|2020-03-26,hCoV-19/Canada/NB-225/2020|EPI_ISL_479641|2020-03-26,NB
1149,1149,Unsampled
hCoV-19/Canada/NS_42/2020|EPI_ISL_482470|2020-03-16,hCoV-19/Canada/NS_42/2020|EPI_ISL_482470|2020-03-16,NS
hCoV-19/Canada/Qc-L00240804/2020|EPI_ISL_465687|2020-03-27,hCoV-19/Canada/Qc-L00240804/2020|EPI_ISL_465687|2020-03-27,QC
hCoV-19/Canada/Qc-L00240893/2020|EPI_ISL_465692|2020-03-27,hCoV-19/Canada/Qc-L00240893/2020|EPI_ISL_465692|2020-03-27,QC
1383,1383,Unsampled
hCoV-19/Canada/QC-LSPQ-L00229212/2020|EPI_ISL_535887|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229212/2020|EPI_ISL_535887|2020-03-20,QC
1097,1097,Unsampled
hCoV-19/Canada/ON-OICR-SLB2800/2020|EPI_ISL_538332|2020-03-28,hCoV-19/Canada/ON-OICR-SLB2800/2020|EPI_ISL_538332|2020-03-28,ON
hCoV-19/Canada/QC-LSPQ-L00233340/2020|EPI_ISL_536018|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233340/2020|EPI_ISL_536018|2020-03-23,QC
hCoV-19/Canada/ON-OICR-SLB2827/2020|EPI_ISL_538353|2020-04-02,hCoV-19/Canada/ON-OICR-SLB2827/2020|EPI_ISL_538353|2020-04-02,ON
1356,1356,Unsampled
1337,1337,Unsampled
hCoV-19/Canada/QC-LSPQ-L00218534/2020|EPI_ISL_535784|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218534/2020|EPI_ISL_535784|2020-03-14,QC
1288,1288,Unsampled
hCoV-19/Canada/QC-LSPQ-L00215713/2020|EPI_ISL_535736|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215713/2020|EPI_ISL_535736|2020-03-12,QC
hCoV-19/Canada/QC-LSPQ-L00222020/2020|EPI_ISL_535813|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00222020/2020|EPI_ISL_535813|2020-03-16,QC
hCoV-19/Canada/QC_AG8/2020|EPI_ISL_476503|2020-04-14,hCoV-19/Canada/QC_AG8/2020|EPI_ISL_476503|2020-04-14,QC
hCoV-19/Canada/QC-LSPQ-L00222035/2020|EPI_ISL_535815|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00222035/2020|EPI_ISL_535815|2020-03-16,QC
1301,1301,Unsampled
hCoV-19/Canada/QC-LSPQ-L00218559/2020|EPI_ISL_535785|2020-03-14,hCoV-19/Canada/QC-LSPQ-L00218559/2020|EPI_ISL_535785|2020-03-14,QC
1013,1013,Unsampled
hCoV-19/Canada/ON-OICR-SLB2809/2020|EPI_ISL_538338|2020-03-31,hCoV-19/Canada/ON-OICR-SLB2809/2020|EPI_ISL_538338|2020-03-31,ON
hCoV-19/Canada/QC-LSPQ-L00233493/2020|EPI_ISL_536024|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233493/2020|EPI_ISL_536024|2020-03-23,QC
hCoV-19/Canada/Qc-L00241102/2020|EPI_ISL_465696|2020-03-27,hCoV-19/Canada/Qc-L00241102/2020|EPI_ISL_465696|2020-03-27,QC
1047,1047,Unsampled
hCoV-19/Canada/Qc-L00240666/2020|EPI_ISL_465682|2020-03-27,hCoV-19/Canada/Qc-L00240666/2020|EPI_ISL_465682|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00236601/2020|EPI_ISL_536143|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236601/2020|EPI_ISL_536143|2020-03-24,QC
hCoV-19/Canada/ON_QGLO-036/2020|EPI_ISL_459887|2020-03-30,hCoV-19/Canada/ON_QGLO-036/2020|EPI_ISL_459887|2020-03-30,ON
hCoV-19/Canada/QC-LSPQ-L00231946/2020|EPI_ISL_535966|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231946/2020|EPI_ISL_535966|2020-03-22,QC
1148,1148,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231277/2020|EPI_ISL_535950|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231277/2020|EPI_ISL_535950|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00239077/2020|EPI_ISL_536232|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239077/2020|EPI_ISL_536232|2020-03-26,QC
1093,1093,Unsampled
hCoV-19/Canada/QC-LSPQ-L00240292/2020|EPI_ISL_536268|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00240292/2020|EPI_ISL_536268|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00242878/2020|EPI_ISL_536338|2020-03-30,hCoV-19/Canada/QC-LSPQ-L00242878/2020|EPI_ISL_536338|2020-03-30,QC
hCoV-19/Canada/QC-LSPQ-L00243710/2020|EPI_ISL_536373|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243710/2020|EPI_ISL_536373|2020-03-31,QC
hCoV-19/Canada/QC_AU8/2020|EPI_ISL_463947|2020-04-04,hCoV-19/Canada/QC_AU8/2020|EPI_ISL_463947|2020-04-04,QC
1210,1210,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233323/2020|EPI_ISL_536016|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00233323/2020|EPI_ISL_536016|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00216532/2020|EPI_ISL_535751|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00216532/2020|EPI_ISL_535751|2020-03-12,QC
1052,1052,Unsampled
hCoV-19/Canada/QC-LSPQ-L00233870/2020|EPI_ISL_536045|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233870/2020|EPI_ISL_536045|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00237340/2020|EPI_ISL_536174|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237340/2020|EPI_ISL_536174|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00243976/2020|EPI_ISL_536385|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243976/2020|EPI_ISL_536385|2020-03-31,QC
hCoV-19/Canada/QC-LSPQ-L00240404/2020|EPI_ISL_536269|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00240404/2020|EPI_ISL_536269|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00215858/2020|EPI_ISL_535740|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215858/2020|EPI_ISL_535740|2020-03-12,QC
hCoV-19/Canada/BC_5522039/2020|EPI_ISL_418834|2020-03-11,hCoV-19/Canada/BC_5522039/2020|EPI_ISL_418834|2020-03-11,BC
hCoV-19/Canada/BC_6489864/2020|EPI_ISL_418839|2020-03-10,hCoV-19/Canada/BC_6489864/2020|EPI_ISL_418839|2020-03-10,BC
hCoV-19/Canada/BC_8486790/2020|EPI_ISL_418849|2020-03-13,hCoV-19/Canada/BC_8486790/2020|EPI_ISL_418849|2020-03-13,BC
hCoV-19/Canada/BC_6997898/2020|EPI_ISL_418842|2020-03-11,hCoV-19/Canada/BC_6997898/2020|EPI_ISL_418842|2020-03-11,BC
hCoV-19/Canada/BC_7553799/2020|EPI_ISL_418846|2020-03-12,hCoV-19/Canada/BC_7553799/2020|EPI_ISL_418846|2020-03-12,BC
1390,1390,Unsampled
hCoV-19/Canada/BC_9345715/2020|EPI_ISL_418857|2020-03-13,hCoV-19/Canada/BC_9345715/2020|EPI_ISL_418857|2020-03-13,BC
hCoV-19/Canada/BC_9345042/2020|EPI_ISL_418856|2020-03-13,hCoV-19/Canada/BC_9345042/2020|EPI_ISL_418856|2020-03-13,BC
1134,1134,Unsampled
hCoV-19/Canada/MB_75/2020|EPI_ISL_482480|2020-03-23,hCoV-19/Canada/MB_75/2020|EPI_ISL_482480|2020-03-23,MB
hCoV-19/Canada/QC-LSPQ-L00233380/2020|EPI_ISL_536021|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233380/2020|EPI_ISL_536021|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00230319/2020|EPI_ISL_535915|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230319/2020|EPI_ISL_535915|2020-03-21,QC
1256,1256,Unsampled
hCoV-19/Canada/QC-LSPQ-L00230189/2020|EPI_ISL_535912|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230189/2020|EPI_ISL_535912|2020-03-21,QC
hCoV-19/Canada/MB_76/2020|EPI_ISL_482481|2020-03-16,hCoV-19/Canada/MB_76/2020|EPI_ISL_482481|2020-03-16,MB
1451,1451,Unsampled
1402,1402,Unsampled
hCoV-19/Canada/LTRI-18/2020|EPI_ISL_494970|2020-03-20,hCoV-19/Canada/LTRI-18/2020|EPI_ISL_494970|2020-03-20,LTRI
1151,1151,Unsampled
hCoV-19/Canada/NB-214/2020|EPI_ISL_479630|2020-03-27,hCoV-19/Canada/NB-214/2020|EPI_ISL_479630|2020-03-27,NB
hCoV-19/Canada/NB-215/2020|EPI_ISL_479631|2020-03-27,hCoV-19/Canada/NB-215/2020|EPI_ISL_479631|2020-03-27,NB
hCoV-19/Canada/QC-LSPQ-L00227663/2020|EPI_ISL_535866|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00227663/2020|EPI_ISL_535866|2020-03-19,QC
hCoV-19/Canada/NB_243/2020|EPI_ISL_481742|2020-03-23,hCoV-19/Canada/NB_243/2020|EPI_ISL_481742|2020-03-23,NB
1216,1216,Unsampled
hCoV-19/Canada/QC-LSPQ-L00229794/2020|EPI_ISL_535903|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229794/2020|EPI_ISL_535903|2020-03-20,QC
hCoV-19/Canada/QC-LSPQ-L00229796/2020|EPI_ISL_535904|2020-03-20,hCoV-19/Canada/QC-LSPQ-L00229796/2020|EPI_ISL_535904|2020-03-20,QC
1325,1325,Unsampled
1137,1137,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239192/2020|EPI_ISL_536236|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00239192/2020|EPI_ISL_536236|2020-03-26,QC
hCoV-19/Canada/QC-LSPQ-L00220733/2020|EPI_ISL_535801|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220733/2020|EPI_ISL_535801|2020-03-15,QC
1425,1425,Unsampled
hCoV-19/Canada/QC-LSPQ-L00225808/2020|EPI_ISL_535838|2020-03-16,hCoV-19/Canada/QC-LSPQ-L00225808/2020|EPI_ISL_535838|2020-03-16,QC
hCoV-19/Canada/QC-LSPQ-L00215022/2020|EPI_ISL_535731|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215022/2020|EPI_ISL_535731|2020-03-12,QC
1015,1015,Unsampled
hCoV-19/Canada/ON-UHTC_0076/2020|EPI_ISL_464019|2020-04-13,hCoV-19/Canada/ON-UHTC_0076/2020|EPI_ISL_464019|2020-04-13,ON
1059,1059,Unsampled
hCoV-19/Canada/ON_MU-S312/2020|EPI_ISL_463980|2020-03-29,hCoV-19/Canada/ON_MU-S312/2020|EPI_ISL_463980|2020-03-29,ON
hCoV-19/Canada/ON_MU-S40/2020|EPI_ISL_463984|2020-03-17,hCoV-19/Canada/ON_MU-S40/2020|EPI_ISL_463984|2020-03-17,ON
hCoV-19/Canada/ON_MU-S26/2020|EPI_ISL_463975|2020-03-16,hCoV-19/Canada/ON_MU-S26/2020|EPI_ISL_463975|2020-03-16,ON
hCoV-19/Canada/ON_MU-S53/2020|EPI_ISL_463990|2020-03-18,hCoV-19/Canada/ON_MU-S53/2020|EPI_ISL_463990|2020-03-18,ON
1412,1412,Unsampled
1440,1440,Unsampled
hCoV-19/Canada/QC-LSPQ-L00220634/2020|EPI_ISL_535800|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220634/2020|EPI_ISL_535800|2020-03-15,QC
hCoV-19/Canada/QC-LSPQ-L00232822/2020|EPI_ISL_535998|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232822/2020|EPI_ISL_535998|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00220736/2020|EPI_ISL_535802|2020-03-15,hCoV-19/Canada/QC-LSPQ-L00220736/2020|EPI_ISL_535802|2020-03-15,QC
1316,1316,Unsampled
hCoV-19/Canada/MB_78/2020|EPI_ISL_482482|2020-03-16,hCoV-19/Canada/MB_78/2020|EPI_ISL_482482|2020-03-16,MB
hCoV-19/Canada/QC-LSPQ-L00234611/2020|EPI_ISL_536062|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00234611/2020|EPI_ISL_536062|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00242011/2020|EPI_ISL_536302|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00242011/2020|EPI_ISL_536302|2020-03-28,QC
hCoV-19/Canada/QC-LSPQ-L00240479/2020|EPI_ISL_536272|2020-03-27,hCoV-19/Canada/QC-LSPQ-L00240479/2020|EPI_ISL_536272|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00242019/2020|EPI_ISL_536304|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00242019/2020|EPI_ISL_536304|2020-03-28,QC
hCoV-19/Canada/ON-QGLO-019/2020|EPI_ISL_459877|2020-03-27,hCoV-19/Canada/ON-QGLO-019/2020|EPI_ISL_459877|2020-03-27,ON
1233,1233,Unsampled
hCoV-19/Canada/Qc-L00240947/2020|EPI_ISL_465693|2020-03-27,hCoV-19/Canada/Qc-L00240947/2020|EPI_ISL_465693|2020-03-27,QC
hCoV-19/Canada/Qc-L00240954/2020|EPI_ISL_450307|2020-03-27,hCoV-19/Canada/Qc-L00240954/2020|EPI_ISL_450307|2020-03-27,QC
hCoV-19/Canada/QC-LSPQ-L00236779/2020|EPI_ISL_536147|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00236779/2020|EPI_ISL_536147|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00227996/2020|EPI_ISL_535869|2020-03-19,hCoV-19/Canada/QC-LSPQ-L00227996/2020|EPI_ISL_535869|2020-03-19,QC
1234,1234,Unsampled
hCoV-19/Canada/QC-LSPQ-L00237365/2020|EPI_ISL_536176|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237365/2020|EPI_ISL_536176|2020-03-25,QC
1016,1016,Unsampled
hCoV-19/Canada/QC-LSPQ-L00243708/2020|EPI_ISL_536372|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00243708/2020|EPI_ISL_536372|2020-03-31,QC
1102,1102,Unsampled
hCoV-19/Canada/QC-LSPQ-L00237374/2020|EPI_ISL_536179|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237374/2020|EPI_ISL_536179|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00241909/2020|EPI_ISL_536295|2020-03-28,hCoV-19/Canada/QC-LSPQ-L00241909/2020|EPI_ISL_536295|2020-03-28,QC
1050,1050,Unsampled
hCoV-19/Canada/QC-LSPQ-L00239413/2020|EPI_ISL_536252|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00239413/2020|EPI_ISL_536252|2020-03-24,QC
1002,1002,Unsampled
hCoV-19/Canada/QC-LSPQ-L00244354/2020|EPI_ISL_536395|2020-03-31,hCoV-19/Canada/QC-LSPQ-L00244354/2020|EPI_ISL_536395|2020-03-31,QC
977,977,Unsampled
hCoV-19/Canada/QC_AF6/2020|EPI_ISL_463912|2020-04-06,hCoV-19/Canada/QC_AF6/2020|EPI_ISL_463912|2020-04-06,QC
hCoV-19/Canada/QC_BA5/2020|EPI_ISL_463962|2020-04-07,hCoV-19/Canada/QC_BA5/2020|EPI_ISL_463962|2020-04-07,QC
1386,1386,Unsampled
hCoV-19/Canada/ON-OICR-SLB2797/2020|EPI_ISL_538329|2020-03-28,hCoV-19/Canada/ON-OICR-SLB2797/2020|EPI_ISL_538329|2020-03-28,ON
hCoV-19/Canada/QC-LSPQ-L00232310/2020|EPI_ISL_535984|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232310/2020|EPI_ISL_535984|2020-03-22,QC
hCoV-19/Canada/ON_QGLO-010/2020|EPI_ISL_459869|2020-03-26,hCoV-19/Canada/ON_QGLO-010/2020|EPI_ISL_459869|2020-03-26,ON
hCoV-19/Canada/ON_MU-S13/2020|EPI_ISL_463971|2020-03-14,hCoV-19/Canada/ON_MU-S13/2020|EPI_ISL_463971|2020-03-14,ON
hCoV-19/Canada/QC-LSPQ-L00236394/2020|EPI_ISL_536126|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236394/2020|EPI_ISL_536126|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00233734/2020|EPI_ISL_536038|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233734/2020|EPI_ISL_536038|2020-03-23,QC
1387,1387,Unsampled
hCoV-19/Canada/QC-LSPQ-L00231230/2020|EPI_ISL_535947|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00231230/2020|EPI_ISL_535947|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00232447/2020|EPI_ISL_535987|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232447/2020|EPI_ISL_535987|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00226858/2020|EPI_ISL_535851|2020-03-18,hCoV-19/Canada/QC-LSPQ-L00226858/2020|EPI_ISL_535851|2020-03-18,QC
1121,1121,Unsampled
hCoV-19/Canada/Qc-L00240979/2020|EPI_ISL_450308|2020-03-27,hCoV-19/Canada/Qc-L00240979/2020|EPI_ISL_450308|2020-03-27,QC
1139,1139,Unsampled
hCoV-19/Canada/QC-LSPQ-L00232405/2020|EPI_ISL_535985|2020-03-22,hCoV-19/Canada/QC-LSPQ-L00232405/2020|EPI_ISL_535985|2020-03-22,QC
hCoV-19/Canada/QC-LSPQ-L00233661/2020|EPI_ISL_536031|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233661/2020|EPI_ISL_536031|2020-03-23,QC
hCoV-19/Canada/QC-LSPQ-L00236526/2020|EPI_ISL_536132|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00236526/2020|EPI_ISL_536132|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00237217/2020|EPI_ISL_536168|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237217/2020|EPI_ISL_536168|2020-03-25,QC
1282,1282,Unsampled
hCoV-19/Canada/QC-LSPQ-L00237242/2020|EPI_ISL_536169|2020-03-25,hCoV-19/Canada/QC-LSPQ-L00237242/2020|EPI_ISL_536169|2020-03-25,QC
hCoV-19/Canada/QC-LSPQ-L00233695/2020|EPI_ISL_536034|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233695/2020|EPI_ISL_536034|2020-03-23,QC
1117,1117,Unsampled
hCoV-19/Canada/Qc-L00241214/2020|EPI_ISL_465700|2020-03-23,hCoV-19/Canada/Qc-L00241214/2020|EPI_ISL_465700|2020-03-23,QC
hCoV-19/Canada/Qc-L00241245/2020|EPI_ISL_450315|2020-03-27,hCoV-19/Canada/Qc-L00241245/2020|EPI_ISL_450315|2020-03-27,QC
1246,1246,Unsampled
hCoV-19/Canada/QC-LSPQ-L00241670/2020|EPI_ISL_536288|2020-03-26,hCoV-19/Canada/QC-LSPQ-L00241670/2020|EPI_ISL_536288|2020-03-26,QC
1189,1189,Unsampled
hCoV-19/Canada/NB-228/2020|EPI_ISL_479643|2020-03-30,hCoV-19/Canada/NB-228/2020|EPI_ISL_479643|2020-03-30,NB
hCoV-19/Canada/QC-LSPQ-L00235561/2020|EPI_ISL_536101|2020-03-24,hCoV-19/Canada/QC-LSPQ-L00235561/2020|EPI_ISL_536101|2020-03-24,QC
hCoV-19/Canada/QC-LSPQ-L00225045/2020|EPI_ISL_535828|2020-03-17,hCoV-19/Canada/QC-LSPQ-L00225045/2020|EPI_ISL_535828|2020-03-17,QC
hCoV-19/Canada/QC-LSPQ-L00232004/2020|EPI_ISL_535969|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00232004/2020|EPI_ISL_535969|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00230948/2020|EPI_ISL_535940|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230948/2020|EPI_ISL_535940|2020-03-21,QC
hCoV-19/Canada/QC-LSPQ-L00233253/2020|EPI_ISL_536013|2020-03-23,hCoV-19/Canada/QC-LSPQ-L00233253/2020|EPI_ISL_536013|2020-03-23,QC
1224,1224,Unsampled
hCoV-19/Canada/QC-LSPQ-L00215812/2020|EPI_ISL_535738|2020-03-12,hCoV-19/Canada/QC-LSPQ-L00215812/2020|EPI_ISL_535738|2020-03-12,QC
hCoV-19/Canada/QC-LSPQ-L00230473/2020|EPI_ISL_535920|2020-03-21,hCoV-19/Canada/QC-LSPQ-L00230473/2020|EPI_ISL_535920|2020-03-21,QC
hCoV-19/Canada/NB-218/2020|EPI_ISL_479634|2020-03-25,hCoV-19/Canada/NB-218/2020|EPI_ISL_479634|2020-03-25,NB
hCoV-19/Canada/NB-216/2020|EPI_ISL_479632|2020-03-30,hCoV-19/Canada/NB-216/2020|EPI_ISL_479632|2020-03-30,NB
